pedido_id,data,cliente,cidade,vendedor,categoria,produto,quantidade,valor_unitario,frete,canal,status
90352,2026-06-19,Ricardo Menezes,Santa Maria,Ivan Bortolotto,ELETRICA,Item 261,2,"R$ 93,16","R$ 57,82",Telefone,Faturado
90353,2026-01-12,Adriana Silva Menezes,São Sepé,Rosane Pilla,FERRAMENTAS,Item 349,3,"R$ 215,84","R$ 0,00",Loja física,Cancelado
90354,2026-01-26,Amanda Souza,Restinga Sêca,Ivan Bortolotto,Tintas,Item 136,4,"R$ 314,15","R$ 26,42",WhatsApp,Faturado
90355,2026-03-06,Marcos Kunz,São Sepé,Ivan Bortolotto,Ferramentas,Item 113,1,a combinar,"R$ 0,00",Loja física,Faturado
90356,2026-03-13,Simone Brum,Cachoeira do Sul,Cleber Antunes,Elétrica,Item 176,6,"R$ 62,35","R$ 63,40",Telefone,Faturado
90357,2026-03-05,Jessica Bueno,Santa Maria,Rosane Pilla,Construção,Item 221,5,"R$ 211,50","R$ 39,55",Site,Faturado
90358,2026-06-30,Joao Marques,Santa Maria,Ivan Bortolotto,FERRAMENTAS,Item 117,1,"R$ 159,97","R$ 0,00",Loja física,Faturado
90359,2026-06-18,Eduarda Menezes,Cachoeira do Sul,Ivan Bortolotto,Construção,Item 378,1,"R$ 230,90","R$ 20,44",Site,Faturado
90360,2026-02-05,Priscila Marques Dutra,São Sepé,Cleber Antunes,Jardinagem,Item 127,5,"R$ 99,32","R$ 30,66",WhatsApp,Faturado
90361,2026-01-19,Joao Carvalho,Júlio de Castilhos,Rosane Pilla,Jardinagem,Item 161,5,"R$ 92,48","R$ 0,00",Loja física,Faturado
90362,2026-01-14,Eduarda Martins,Santa Maria,Cleber Antunes,Elétrica,Item 266,1,"R$ 114,30","R$ 57,31",Telefone,Faturado
90363,2026-02-25,Fernanda Brum Bueno,São Sepé,Marta Dutra,Elétrica,Item 239,3,"R$ 103,30","R$ 51,71",WhatsApp,Faturado
90364,2026-04-02,Patricia Silva,Santa Maria,Ivan Bortolotto,Hidráulica,Item 146,4,"R$ 111,95","R$ 57,52",Telefone,Faturado
90365,2026-01-09,Otavio Rodrigues Weber,Santa Maria,Cleber Antunes,CONSTRUCAO,Item 333,4,"R$ 342,12","R$ 45,57",WhatsApp,Faturado
90366,2026-02-05,Maicon Almeida,Restinga Sêca,Cleber Antunes,Jardinagem,Item 347,4,"R$ 127,40","R$ 35,49",WhatsApp,Faturado
90367,2026-02-10,Everton Lima Lima,Santa Maria,Cleber Antunes,Ferramentas,Item 334,1,a combinar,"R$ 0,00",Loja física,Faturado
90368,2026-06-09,Sergio Feltrin,Restinga Sêca,Rosane Pilla,FERRAMENTAS,Item 174,4,"R$ 105,49","R$ 0,00",Loja física,Faturado
90369,2026-08-07,Willian Pereira Beltrame,São Sepé,Ivan Bortolotto,JARDINAGEM,Item 122,1,"R$ 58,08","R$ 0,00",Loja física,Faturado
90370,2026-05-28,Camila Ribeiro Costa,São Sepé,Cleber Antunes,Hidráulica,Item 277,1,"R$ 90,76","R$ 0,00",Loja física,Cancelado
90371,2026-02-17,Rodrigo Trindade,Restinga Sêca,Cleber Antunes,Jardinagem,Item 113,2,"R$ 132,59","R$ 47,17",Telefone,Faturado
90372,2026-08-24,Larissa Schneider Pereira,Restinga Sêca,Rosane Pilla,CONSTRUCAO,Item 247,1,"R$ 271,80","R$ 57,90",Telefone,Faturado
90373,2026-03-23,Maria Goulart Rossi,Santa Maria,Marta Dutra,TINTAS,Item 137,999,"R$ 264,18","R$ 19,59",WhatsApp,Faturado
90374,2026-01-30,Priscila Schneider,Restinga Sêca,Cleber Antunes,TINTAS,Item 100,3,"R$ 231,20","R$ 0,00",Loja física,Faturado
90375,2026-06-29,Luciana Ribeiro,Santa Maria,Marta Dutra,Jardinagem,Item 158,3,"R$ 143,19","R$ 60,56",Telefone,Faturado
90376,2026-06-22,Nathalia Marques,Restinga Sêca,Cleber Antunes,Ferramentas,Item 298,5,"R$ 209,27","R$ 0,00",Loja física,Faturado
90377,2026-05-22,Andre Oliveira Zanella,Santa Maria,Ivan Bortolotto,Hidráulica,Item 286,3,"R$ 64,79","R$ 0,00",Loja física,Faturado
90378,2026-04-08,Douglas Lima,Restinga Sêca,Sergio Weber,Elétrica,Item 108,6,"R$ 50,60","R$ 45,12",WhatsApp,Faturado
90379,2026-02-04,Cesar Kunz Vargas,Restinga Sêca,Sergio Weber,Ferramentas,Item 318,5,"R$ 158,33","R$ 0,00",Loja física,Faturado
90380,2026-05-18,Fernanda Fontoura,Júlio de Castilhos,Rosane Pilla,Ferramentas,Item 218,4,"R$ 187,05","R$ 25,04",Site,Faturado
90381,2026-03-05,Douglas Fontoura Almeida,São Sepé,Ivan Bortolotto,Jardinagem,Item 297,1,"R$ 109,47","R$ 0,00",Loja física,Faturado
90382,2026-07-17,Adriana Gomes,Júlio de Castilhos,Ivan Bortolotto,Tintas,Item 324,2,"R$ 182,56","R$ 0,00",Loja física,Faturado
90383,2026-08-21,Jessica Schneider Schneider,Cachoeira do Sul,Cleber Antunes,Jardinagem ,Item 349,4,"R$ 98,02","R$ 41,14",Site,Faturado
90384,2026-03-05,Amanda Rocha,Santa Maria,Sergio Weber,Construção,Item 341,5,"R$ 187,04","R$ 48,68",Telefone,Faturado
90385,2026-01-08,Ana Costa,Júlio de Castilhos,Cleber Antunes,Construção,Item 236,3,"R$ 186,93","R$ 0,00",Loja física,Faturado
90386,2026-01-16,Maicon Carvalho Souza,Santa Maria,Marta Dutra,Jardinagem,Item 309,2,"R$ 105,81","R$ 0,00",Loja física,Faturado
90387,2026-07-07,Bruno Bortolotto,Santa Maria,Cleber Antunes,FERRAMENTAS,Item 190,5,"R$ 145,03","R$ 44,68",Site,Faturado
90388,2026-06-24,Rodrigo Trindade Carvalho,Restinga Sêca,Cleber Antunes,Hidráulica,Item 349,4,"R$ 86,40","R$ 45,46",WhatsApp,Faturado
90389,2026-07-22,Felipe Nunes,Santa Maria,Marta Dutra,Ferramentas,Item 371,1,"R$ 122,60","R$ 0,00",Loja física,Faturado
90390,2026-02-17,Renata Ribeiro,Santa Maria,Marta Dutra,Construção,Item 299,2,"R$ 299,68","R$ 0,00",Loja física,Faturado
90391,2026-07-10,Bruno Rossi,Júlio de Castilhos,Sergio Weber,Hidráulica,Item 340,2,"R$ 73,70","R$ 41,89",Telefone,Faturado
90392,2026-08-13,Otavio Weber,Cachoeira do Sul,Cleber Antunes,FERRAMENTAS,Item 137,1,"R$ 186,25","R$ 0,00",Loja física,Faturado
90393,2026-01-13,Luciana Weber,Santa Maria,Marta Dutra,Tintas ,Item 128,1,"R$ 122,45","R$ 0,00",Loja física,Faturado
90394,2026-04-27,Vanessa Rodrigues,Santa Maria,Sergio Weber,Tintas,Item 263,1,"R$ 170,16","R$ 49,09",Site,Faturado
90395,2026-04-13,Leticia Ferreira,Restinga Sêca,Rosane Pilla,Jardinagem,Item 182,5,"R$ 98,69","R$ 0,00",Loja física,Cancelado
90396,2026-07-31,Cesar Trindade,Santa Maria,Rosane Pilla,FERRAMENTAS,Item 364,5,"R$ 244,54","R$ 31,21",WhatsApp,Faturado
90397,2026-04-22,Ana Ribeiro,Santa Maria,Ivan Bortolotto,Construção,Item 225,5,"R$ 145,11","R$ 50,76",WhatsApp,Faturado
90398,2026-06-16,Pedro Dutra Bueno,Santa Maria,Marta Dutra,Tintas,Item 264,1,"R$ 161,59","R$ 0,00",Loja física,Faturado
90399,2026-08-10,Cristiane Rocha,Restinga Sêca,Marta Dutra,Jardinagem,Item 245,4,"R$ 151,99","R$ 0,00",Loja física,Faturado
90400,2026-08-27,Douglas Schneider,Santa Maria,Cleber Antunes,Hidráulica,Item 227,2,"R$ 62,39","R$ 52,97",WhatsApp,Faturado
90401,2026-02-05,Patricia Weber,São Sepé,Ivan Bortolotto,Ferramentas,Item 369,4,"R$ 128,79","R$ 0,00",Loja física,Faturado
90402,2026-05-18,Larissa Marques,Cachoeira do Sul,Rosane Pilla,JARDINAGEM,Item 154,4,"R$ 102,04","R$ 25,91",WhatsApp,Faturado
90403,2026-02-09,Otavio Kunz,Júlio de Castilhos,Rosane Pilla,Jardinagem,Item 282,5,"R$ 120,19","R$ 0,00",Loja física,Faturado
90404,2026-07-03,Ricardo Fagundes,Restinga Sêca,Rosane Pilla,Construção,Item 307,1,"R$ 204,08","R$ 41,01",Telefone,Faturado
90405,2026-07-02,Vinicius Brum Bueno,Cachoeira do Sul,Ivan Bortolotto,CONSTRUCAO,Item 197,1,"R$ 381,79","R$ 26,47",WhatsApp,Faturado
90406,2026-02-06,Diego Feltrin,Santa Maria,Sergio Weber,FERRAMENTAS,Item 113,4,"R$ 197,45","R$ 0,00",Loja física,Faturado
90407,2026-01-12,Eduardo Silva,Cachoeira do Sul,Rosane Pilla,Tintas,Item 379,4,"R$ 222,06","R$ 57,58",Telefone,Faturado
90408,2026-05-21,Joao Menezes,Júlio de Castilhos,Ivan Bortolotto,Construção,Item 167,1,"R$ 309,72","R$ 57,26",Telefone,Faturado
90409,2026-03-23,Fabio Ferreira,São Sepé,Marta Dutra,Ferramentas,Item 244,2,"R$ 207,18","R$ 0,00",Loja física,Faturado
90410,2026-07-14,Lucas Rossi,Santa Maria,Rosane Pilla,Tintas ,Item 264,1,"R$ 178,80","R$ 0,00",Loja física,Faturado
90411,2026-06-08,Vanessa Brum Santos,Restinga Sêca,Cleber Antunes,FERRAMENTAS,Item 211,1,"R$ 105,95","R$ 0,00",Loja física,Faturado
90412,2026-08-25,Cesar Costa,São Sepé,Sergio Weber,Hidráulica,Item 354,3,"R$ 55,15","R$ 43,40",Telefone,Faturado
90413,2026-01-26,Sergio Rocha Schneider,Santa Maria,Marta Dutra,HIDRAULICA,Item 304,1,"R$ 54,42","R$ 48,52",WhatsApp,Faturado
90414,2026-08-19,Maicon Rocha,São Sepé,Ivan Bortolotto,Elétrica,Item 340,3,"R$ 94,70","R$ 63,41",WhatsApp,Faturado
90415,2026-05-29,Adriana Nunes,Santa Maria,Marta Dutra,Jardinagem,Item 326,4,"R$ 69,19","R$ 0,00",Loja física,Faturado
90416,2026-01-20,Rodrigo Trindade,Júlio de Castilhos,Marta Dutra,Hidráulica,Item 239,1,"R$ 85,29","R$ 0,00",Loja física,Faturado
90417,2026-07-01,Cristiane Rodrigues,Santa Maria,Cleber Antunes,FERRAMENTAS,Item 163,2,"R$ 101,83","R$ 0,00",Loja física,Faturado
90418,2026-01-26,Bianca Ferreira,Santa Maria,Rosane Pilla,Hidráulica,Item 100,2,"R$ 123,96","R$ 0,00",Loja física,Faturado
90419,2026-02-10,Larissa Fagundes Goulart,São Sepé,Cleber Antunes,Jardinagem,Item 267,5,"R$ 66,37","R$ 21,24",Telefone,Faturado
90420,2026-01-07,Elisa Pereira,Santa Maria,Cleber Antunes,Jardinagem,Item 319,1,"R$ 108,63","R$ 55,97",WhatsApp,Cancelado
90421,2026-01-30,Alexandre Rossi,Júlio de Castilhos,Ivan Bortolotto,JARDINAGEM,Item 204,7,"R$ 108,93","R$ 0,00",Loja física,Faturado
90422,2026-06-11,Nathalia Fontoura,São Sepé,Rosane Pilla,CONSTRUCAO,Item 364,1,"R$ 257,84","R$ 56,91",Telefone,Faturado
90423,2026-02-09,Ana Dutra Trindade,São Sepé,Rosane Pilla,Hidráulica,Item 230,1,"R$ 63,74","R$ 0,00",Loja física,Faturado
90424,2026-04-21,Rafael Lima,Santa Maria,Rosane Pilla,Ferramentas,Item 321,2,"R$ 177,35","R$ 0,00",Loja física,Faturado
90425,2026-03-11,Juliana Rocha Rocha,Restinga Sêca,Rosane Pilla,Elétrica ,Item 135,4,"R$ 58,95","R$ 0,00",Loja física,Faturado
90426,2026-02-10,Camila Moraes Almeida,Santa Maria,Cleber Antunes,Construção,Item 149,3,"R$ 148,74","R$ 25,30",Site,Faturado
90427,2026-07-03,Adriana Feltrin Beltrame,Cachoeira do Sul,Marta Dutra,Construção,Item 180,3,"R$ 222,58","R$ 47,28",WhatsApp,Faturado
90428,2026-02-02,Daniela Almeida,Santa Maria,Rosane Pilla,Jardinagem,Item 340,4,"R$ 106,48","R$ 0,00",Loja física,Cancelado
90429,2026-08-11,Renata Fagundes,Santa Maria,Sergio Weber,Hidráulica,Item 248,4,"R$ 103,99","R$ 61,14",WhatsApp,Faturado
90430,2026-04-22,Willian Almeida,Santa Maria,Cleber Antunes,Elétrica,Item 198,2,"R$ 96,75","R$ 33,50",WhatsApp,Faturado
90431,2026-05-20,Nelson Gomes,Santa Maria,Marta Dutra,Ferramentas,Item 322,1,"R$ 90,09","R$ 0,00",Loja física,Faturado
90432,2026-03-09,Douglas Rocha,Santa Maria,Marta Dutra,Elétrica,Item 326,1,"R$ 115,56","R$ 0,00",Loja física,Faturado
90433,2026-02-25,Fabio Menezes Brum,Restinga Sêca,Marta Dutra,Jardinagem,Item 150,1,"R$ 55,35","R$ 47,74",Telefone,Cancelado
90434,2026-05-14,Willian Feltrin,Santa Maria,Marta Dutra,TINTAS ,Item 229,5,"R$ 149,92","R$ 0,00",Loja física,Faturado
90435,2026-08-06,Thiago Trindade Rossi,Cachoeira do Sul,Sergio Weber,HIDRAULICA,Item 360,3,"R$ 99,44","R$ 27,21",Telefone,Faturado
90436,2026-08-12,Larissa Kunz,São Sepé,Ivan Bortolotto,Tintas,Item 183,5,"R$ 123,86","R$ 0,00",Loja física,Faturado
90437,2026-06-26,Gustavo Rodrigues,Cachoeira do Sul,Ivan Bortolotto,CONSTRUCAO,Item 264,2,"R$ 233,37","R$ 29,47",WhatsApp,Faturado
90438,2026-04-07,Andre Bueno,Santa Maria,Ivan Bortolotto,ELETRICA,Item 106,2,"R$ 109,09","R$ 24,62",Site,Faturado
90439,2026-04-20,Tiago Rodrigues,Santa Maria,Marta Dutra,Elétrica,Item 241,2,"R$ 68,52","R$ 47,04",Telefone,Faturado
90440,2026-04-09,Rodrigo Barcellos,Júlio de Castilhos,Marta Dutra,Jardinagem,Item 306,1,"R$ 133,65","R$ 43,60",WhatsApp,Faturado
90441,2026-03-25,Leonardo Bortolotto,Santa Maria,Sergio Weber,Tintas,Item 227,5,"R$ 255,20","R$ 59,74",WhatsApp,Faturado
90442,2026-08-21,Aline Rodrigues,Santa Maria,Cleber Antunes,CONSTRUCAO,Item 125,5,"R$ 141,54","R$ 0,00",Loja física,Faturado
90443,2026-05-26,Cesar Ferreira,São Sepé,Marta Dutra,Ferramentas,Item 321,1,"R$ 197,27","R$ 0,00",Loja física,Faturado
90444,2026-08-24,Bruna Rocha Marques,Restinga Sêca,Marta Dutra,TINTAS,Item 354,0,"R$ 316,37","R$ 0,00",Loja física,Faturado
90445,2026-02-05,Ricardo Fagundes,Santa Maria,Marta Dutra,HIDRAULICA,Item 145,7,"R$ 109,23","R$ 45,18",Site,Faturado
90446,2026-08-20,Larissa Feltrin Schneider,Júlio de Castilhos,Marta Dutra,Jardinagem,Item 287,1,"R$ 66,18","R$ 0,00",Loja física,Faturado
90447,2026-05-26,Matheus Ferreira Almeida,Santa Maria,Marta Dutra,Jardinagem,Item 118,2,"R$ 98,37","R$ 25,60",Site,Faturado
90448,2026-07-10,Camila Moraes Cardoso,Restinga Sêca,Marta Dutra,Construção,Item 108,4,"R$ 270,30","R$ 53,47",Telefone,Faturado
90449,2026-01-22,Vanessa Carvalho,Santa Maria,Rosane Pilla,Construção,Item 286,5,"R$ 383,08","R$ 53,85",Telefone,Faturado
90450,2026-08-21,Bruno Fagundes,Santa Maria,Ivan Bortolotto,Tintas,Item 318,1,"R$ 291,49","R$ 25,90",WhatsApp,Faturado
90451,2026-01-05,Vanessa Dutra,São Sepé,Cleber Antunes,TINTAS,Item 116,6,"R$ 211,00","R$ 0,00",Loja física,Cancelado
90452,2026-05-11,Pedro Barcellos Bueno,Cachoeira do Sul,Rosane Pilla,HIDRAULICA,Item 266,3,"R$ 52,83","R$ 18,72",WhatsApp,Faturado
90453,2026-02-23,Bruna Vargas,Santa Maria,Cleber Antunes,Elétrica,Item 335,1,"R$ 93,34","R$ 0,00",Loja física,Faturado
90454,2026-06-29,Elisa Rodrigues,Júlio de Castilhos,Cleber Antunes,Elétrica,Item 292,4,"R$ 84,91","R$ 53,12",Telefone,Faturado
90455,2026-06-02,Cesar Bortolotto,Cachoeira do Sul,Rosane Pilla,Tintas,Item 362,6,"R$ 244,87","R$ 0,00",Loja física,Faturado
90456,2026-07-29,Daniela Rossi,São Sepé,Ivan Bortolotto,Hidráulica,Item 162,5,a combinar,"R$ 38,97",Telefone,Faturado
90457,2026-03-11,Paulo Zanella Barcellos,São Sepé,Sergio Weber,Ferramentas,Item 150,5,"R$ 222,39","R$ 0,00",Loja física,Faturado
90458,2026-07-16,Tiago Silva Fontoura,Santa Maria,Rosane Pilla,Hidráulica,Item 196,5,"R$ 58,44","R$ 57,71",Telefone,Faturado
90459,2026-01-23,Adriana Menezes,Júlio de Castilhos,Marta Dutra,JARDINAGEM,Item 116,3,"R$ 96,63","R$ 60,21",Site,Faturado
90460,2026-06-15,Diego Lima,Júlio de Castilhos,Rosane Pilla,Jardinagem,Item 195,3,"R$ 97,57","R$ 0,00",Loja física,Faturado
90461,2026-06-19,Vinicius Goulart,Santa Maria,Cleber Antunes,FERRAMENTAS,Item 147,2,"R$ 213,36","R$ 31,22",WhatsApp,Cancelado
90462,2026-07-23,Camila Cardoso Feltrin,Santa Maria,Rosane Pilla,Ferramentas,Item 122,1,"R$ 112,79","R$ 0,00",Loja física,Faturado
90463,2026-04-10,Juliana Bortolotto,Santa Maria,Cleber Antunes,Construção,Item 132,1,"R$ 163,53","R$ 42,85",Site,Faturado
90464,2026-04-24,Amanda Beltrame Oliveira,Santa Maria,Marta Dutra,Construção,Item 240,2,"R$ 388,11","R$ 0,00",Loja física,Faturado
90465,2026-03-24,Daniela Bueno Fontoura,Restinga Sêca,Rosane Pilla,Elétrica,Item 310,5,"R$ 52,05","R$ 0,00",Loja física,Faturado
90466,2026-06-26,Priscila Souza,Júlio de Castilhos,Rosane Pilla,Ferramentas,Item 196,4,"R$ 94,55","R$ 34,85",Site,Faturado
90467,2026-06-03,Rodrigo Fagundes,Júlio de Castilhos,Rosane Pilla,Jardinagem,Item 214,4,"R$ 61,48","R$ 33,78",Site,Faturado
90468,2026-01-26,Leticia Weber Rocha,Júlio de Castilhos,Ivan Bortolotto,Elétrica ,Item 140,1,"R$ 83,55","R$ 0,00",Loja física,Faturado
90469,2026-02-17,Nathalia Moraes,Santa Maria,Marta Dutra,Tintas,Item 372,1,"R$ 282,81","R$ 0,00",Loja física,Cancelado
90470,2026-01-13,Tatiane Souza,Júlio de Castilhos,Cleber Antunes,TINTAS,Item 351,2,"R$ 304,61","R$ 47,82",WhatsApp,Faturado
90471,2026-07-13,Diego Rocha Zanella,São Sepé,Marta Dutra,ELETRICA,Item 340,1,"R$ 94,03","R$ 0,00",Loja física,Faturado
90472,2026-02-20,Douglas Santos Sartori,Santa Maria,Rosane Pilla,FERRAMENTAS,Item 188,4,"R$ 160,21","R$ 26,00",WhatsApp,Faturado
90473,2026-03-04,Simone Costa,Júlio de Castilhos,Rosane Pilla,Elétrica,Item 222,5,"R$ 49,67","R$ 52,22",Telefone,Cancelado
90474,2026-04-27,Simone Weber,Santa Maria,Cleber Antunes,ELETRICA,Item 116,4,"R$ 43,01","R$ 44,26",Site,Faturado
90475,2026-07-13,Marcos Bueno,Restinga Sêca,Cleber Antunes,FERRAMENTAS,Item 251,1,a combinar,"R$ 0,00",Loja física,Faturado
90476,2026-08-24,Eduarda Dutra,Santa Maria,Rosane Pilla,Hidráulica,Item 320,1,"R$ 106,34","R$ 0,00",Loja física,Faturado
90477,2026-01-16,Rodrigo Nunes,Santa Maria,Rosane Pilla,Ferramentas,Item 225,2,"R$ 101,68","R$ 53,78",WhatsApp,Faturado
90478,2026-01-26,Cristiane Rossi,Cachoeira do Sul,Cleber Antunes,Tintas,Item 211,2,"R$ 298,58","R$ 0,00",Loja física,Faturado
90479,2026-05-26,Adriana Rossi Weber,São Sepé,Ivan Bortolotto,TINTAS,Item 305,6,"R$ 149,58","R$ 32,61",WhatsApp,Faturado
90480,2026-05-08,Alexandre Almeida Gomes,Júlio de Castilhos,Cleber Antunes,Ferramentas,Item 211,2,"R$ 128,21","R$ 0,00",Loja física,Cancelado
90481,2026-07-07,Alexandre Schneider Dutra,Restinga Sêca,Rosane Pilla,FERRAMENTAS,Item 110,2,"R$ 124,21","R$ 21,87",Site,Faturado
90482,2026-07-31,Ana Rossi,Cachoeira do Sul,Sergio Weber,Ferramentas,Item 320,4,"R$ 177,28","R$ 0,00",Loja física,Faturado
90483,2026-01-16,Vanessa Oliveira Trindade,Restinga Sêca,Sergio Weber,Elétrica,Item 279,2,"R$ 103,86","R$ 0,00",Loja física,Faturado
90484,2026-07-15,Cesar Pilla,Santa Maria,Cleber Antunes,Construção,Item 333,5,a combinar,"R$ 19,77",Telefone,Cancelado
90485,2026-06-18,Otavio Souza,São Sepé,Rosane Pilla,Tintas,Item 276,1,"R$ 264,51","R$ 0,00",Loja física,Faturado
90486,2026-07-29,Larissa Pereira Fagundes,Santa Maria,Marta Dutra,JARDINAGEM,Item 102,5,"R$ 149,40","R$ 21,57",Telefone,Cancelado
90487,2026-06-12,Larissa Ribeiro,Santa Maria,Rosane Pilla,Hidráulica,Item 271,4,"R$ 73,80","R$ 32,98",WhatsApp,Faturado
90488,2026-02-19,Eduardo Gomes,Restinga Sêca,Sergio Weber,JARDINAGEM,Item 287,7,"R$ 146,79","R$ 32,39",Telefone,Faturado
90489,2026-06-08,Ricardo Weber,Júlio de Castilhos,Cleber Antunes,CONSTRUCAO,Item 336,1,"R$ 220,27","R$ 0,00",Loja física,Faturado
90490,2026-04-14,Camila Rodrigues,Santa Maria,Sergio Weber,Elétrica ,Item 282,2,"R$ 44,07","R$ 55,65",WhatsApp,Faturado
90491,2026-04-01,Diego Trindade,São Sepé,Cleber Antunes,Jardinagem,Item 346,1,"R$ 101,57","R$ 33,16",WhatsApp,Faturado
90492,2026-02-25,Renata Cardoso,Restinga Sêca,Rosane Pilla,Elétrica,Item 207,5,"R$ 60,65","R$ 60,16",Telefone,Faturado
90493,2026-02-12,Thiago Bortolotto Pereira,Santa Maria,Rosane Pilla,JARDINAGEM,Item 262,1,"R$ 71,34","R$ 0,00",Loja física,Faturado
90494,2026-05-04,Rosane Menezes Lima,Santa Maria,Ivan Bortolotto,Elétrica,Item 160,1,"R$ 97,89","R$ 0,00",Loja física,Faturado
90495,2026-01-27,Bruno Rocha Bortolotto,São Sepé,Cleber Antunes,HIDRAULICA,Item 163,3,"R$ 96,48","R$ 35,17",Site,Faturado
90496,2026-01-05,Matheus Souza,Restinga Sêca,Rosane Pilla,FERRAMENTAS,Item 363,3,"R$ 244,76","R$ 30,89",WhatsApp,Faturado
90497,2026-08-12,Diego Machado,Santa Maria,Marta Dutra,Elétrica,Item 358,3,"R$ 110,64","R$ 0,00",Loja física,Faturado
90498,2026-06-02,Felipe Costa Ribeiro,Júlio de Castilhos,Cleber Antunes,Tintas,Item 333,3,"R$ 236,67","R$ 0,00",Loja física,Faturado
90499,2026-01-02,Thiago Fontoura Lima,Restinga Sêca,Sergio Weber,Tintas,Item 380,6,"R$ 135,85","R$ 0,00",Loja física,Faturado
90500,2026-01-21,Carla Vargas,Santa Maria,Cleber Antunes,Ferramentas,Item 198,4,"R$ 120,16","R$ 59,67",Telefone,Faturado
90501,2026-04-06,Cesar Kunz,São Sepé,Cleber Antunes,Construção,Item 214,4,"R$ 293,08","R$ 0,00",Loja física,Faturado
90502,2026-06-30,Marcos Weber,Santa Maria,Cleber Antunes,Tintas,Item 264,5,"R$ 179,62","R$ 44,30",Telefone,Faturado
90503,2026-06-24,Tiago Silva Oliveira,Santa Maria,Cleber Antunes,Ferramentas,Item 375,6,"R$ 102,07","R$ 25,88",Site,Faturado
90504,2026-01-19,Maicon Beltrame,Santa Maria,Marta Dutra,Elétrica,Item 250,1,a combinar,"R$ 0,00",Loja física,Faturado
90505,2026-01-07,Paulo Beltrame,Cachoeira do Sul,Rosane Pilla,Jardinagem,Item 109,4,"R$ 104,37","R$ 0,00",Loja física,Faturado
90506,2026-02-23,Rosane Santos Carvalho,Cachoeira do Sul,Cleber Antunes,Construção,Item 202,1,"R$ 370,74","R$ 0,00",Loja física,Faturado
90507,2026-05-05,Carla Schneider Vargas,Cachoeira do Sul,Rosane Pilla,ELETRICA,Item 290,4,"R$ 53,58","R$ 0,00",Loja física,Faturado
90508,2026-06-10,Juliana Ferreira,Santa Maria,Rosane Pilla,JARDINAGEM,Item 197,1,"R$ 144,84","R$ 42,93",WhatsApp,Faturado
90509,2026-08-07,Eduardo Costa Dutra,Santa Maria,Rosane Pilla,Jardinagem,Item 248,2,"R$ 144,45","R$ 28,64",Telefone,Faturado
90510,2026-04-22,Amanda Rodrigues Menezes,São Sepé,Rosane Pilla,Elétrica,Item 252,4,"R$ 58,81","R$ 27,07",Telefone,Faturado
90511,2026-03-27,Renata Weber Bueno,Santa Maria,Sergio Weber,Tintas,Item 291,1,"R$ 239,72","R$ 0,00",Loja física,Cancelado
90512,2026-02-27,Eduardo Rossi,Santa Maria,Cleber Antunes,CONSTRUCAO,Item 240,5,a combinar,"R$ 44,12",Site,Faturado
90513,2026-01-07,Rosane Silva Santos,Cachoeira do Sul,Rosane Pilla,Ferramentas,Item 143,3,"R$ 115,80","R$ 0,00",Loja física,Faturado
90514,2026-05-18,Diego Pilla Cardoso,Santa Maria,Rosane Pilla,Tintas,Item 151,5,"R$ 164,32","R$ 29,99",Telefone,Faturado
90515,2026-05-05,Rosane Souza Sartori,Restinga Sêca,Sergio Weber,Tintas,Item 241,2,"R$ 231,16","R$ 0,00",Loja física,Cancelado
90516,2026-08-12,Cristiane Bueno Beltrame,Santa Maria,Ivan Bortolotto,TINTAS,Item 289,3,"R$ 159,20","R$ 0,00",Loja física,Faturado
90517,2026-03-31,Rodrigo Almeida,São Sepé,Ivan Bortolotto,CONSTRUCAO,Item 282,2,"R$ 227,19","R$ 0,00",Loja física,Faturado
90518,2026-04-15,Bianca Pereira Dutra,Santa Maria,Cleber Antunes,Jardinagem ,Item 116,3,"R$ 90,52","R$ 0,00",Loja física,Faturado
90519,2026-05-06,Nathalia Feltrin,Santa Maria,Cleber Antunes,TINTAS,Item 338,5,"R$ 162,89","R$ 48,55",WhatsApp,Faturado
90520,2026-06-23,Leonardo Rocha Ferreira,Cachoeira do Sul,Ivan Bortolotto,TINTAS,Item 373,5,"R$ 140,20","R$ 54,64",Telefone,Faturado
90521,2026-05-25,Maria Bortolotto Menezes,Santa Maria,Sergio Weber,TINTAS,Item 265,2,"R$ 250,89","R$ 50,74",Telefone,Faturado
90522,2026-02-04,Priscila Beltrame,São Sepé,Sergio Weber,JARDINAGEM ,Item 260,4,"R$ 111,27","R$ 0,00",Loja física,Faturado
90523,2026-02-05,Adriana Ribeiro,Santa Maria,Sergio Weber,Hidráulica,Item 235,4,"R$ 83,42","R$ 18,80",Site,Faturado
90524,2026-04-21,Douglas Goulart,Santa Maria,Cleber Antunes,Elétrica,Item 183,3,"R$ 50,88","R$ 41,98",WhatsApp,Faturado
90525,2026-01-23,Jonas Brum,São Sepé,Cleber Antunes,Construção,Item 230,2,"R$ 302,22","R$ 40,60",Site,Faturado
90526,2026-06-09,Eduardo Silva Vargas,Santa Maria,Rosane Pilla,Tintas,Item 113,1,"R$ 258,50","R$ 53,56",WhatsApp,Faturado
90527,2026-04-07,Fabio Dutra Sartori,São Sepé,Rosane Pilla,Construção ,Item 329,2,"R$ 324,05","R$ 0,00",Loja física,Faturado
90528,2026-03-26,Priscila Goulart,Santa Maria,Marta Dutra,Jardinagem,Item 232,2,"R$ 83,17","R$ 0,00",Loja física,Faturado
